Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Non-Travel,Sales,4,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,No,12,7,0,7
31,Yes,Non-Travel,Research & Development,2,Medical,3,Male,2,1,Research Scientist,1,Single,Yes,4,3,1,2
33,No,Non-Travel,Sales,3,Life Sciences,4,Male,3,4,Manager,3,Single,No,10,10,6,0
29,Yes,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,1,Single,Yes,3,0,0,0
33,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,No,5,3,0,2
45,No,Travel_Rarely,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,No,8,5,0,2
50,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,4,Research Director,4,Divorced,No,32,5,1,3
33,No,Travel_Frequently,Research & Development,4,Other,3,Female,4,2,Healthcare Representative,2,Married,Yes,6,6,1,2
41,No,Travel_Frequently,Research & Development,3,Medical,1,Male,3,5,Research Director,3,Divorced,No,21,18,0,11
27,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,No,4,2,2,2
45,No,Non-Travel,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,Yes,9,9,0,8
47,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,2,Sales Executive,4,Single,Yes,9,9,0,7
30,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,3,Married,Yes,7,5,0,1
50,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,Married,Yes,22,12,1,5
38,No,Travel_Frequently,Research & Development,1,Medical,3,Male,3,1,Research Scientist,3,Married,No,3,2,0,2
46,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,No,13,8,0,7
24,No,Travel_Rarely,Research & Development,1,Medical,4,Female,2,2,Manufacturing Director,3,Divorced,No,5,4,3,2
35,Yes,Travel_Rarely,Research & Development,4,Other,3,Male,2,1,Laboratory Technician,2,Divorced,Yes,5,4,0,2
31,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,No,4,4,0,3
18,No,Non-Travel,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,4,Single,No,0,0,0,0
54,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,Married,No,22,10,0,8
35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,3,Healthcare Representative,3,Divorced,Yes,16,16,10,1
30,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,4,3,Research Director,1,Married,Yes,9,8,1,7
20,Yes,Travel_Rarely,Research & Development,3,Medical,4,Female,2,1,Research Scientist,1,Single,Yes,1,1,0,0
30,Yes,Travel_Frequently,Research & Development,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,No,4,3,1,2
26,No,Travel_Rarely,Research & Development,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,No,8,8,1,3
22,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,No,4,4,1,1
48,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,No,19,2,2,2
48,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,No,27,15,4,8
41,No,Travel_Rarely,Research & Development,2,Medical,4,Female,3,2,Manufacturing Director,3,Single,No,8,2,2,1
39,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,Married,No,21,21,11,8
27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,No,4,3,2,2
35,No,Travel_Rarely,Research & Development,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,No,3,3,1,2
42,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,5,Manager,3,Married,No,21,1,0,0
50,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,No,8,1,0,0
59,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,Single,Yes,30,5,4,3
37,Yes,Travel_Rarely,Research & Development,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,No,15,1,0,0
55,No,Travel_Frequently,Research & Development,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,Yes,17,8,6,7
41,No,Non-Travel,Research & Development,1,Life Sciences,2,Female,1,5,Research Director,3,Divorced,No,21,21,5,10
38,No,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,Yes,19,1,0,0
26,Yes,Non-Travel,Sales,2,Medical,2,Male,1,2,Sales Executive,1,Single,No,7,2,2,2
52,Yes,Travel_Rarely,Sales,1,Marketing,1,Female,1,5,Manager,4,Married,No,33,32,6,9
44,No,Travel_Rarely,Sales,3,Medical,4,Female,4,4,Sales Executive,4,Married,Yes,23,12,11,11
50,No,Non-Travel,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,Married,No,19,18,0,13
36,Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,No,18,17,15,14
39,No,Travel_Frequently,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,1,Single,Yes,21,21,2,8
33,No,Non-Travel,Sales,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,No,3,2,2,2
45,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,4,Manager,4,Married,No,26,9,1,1
32,No,Non-Travel,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,No,10,8,7,7
34,No,Travel_Rarely,Sales,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,No,16,15,0,9
59,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,3,3,Manager,4,Married,Yes,14,6,0,4
45,No,Travel_Rarely,Human Resources,4,Medical,2,Male,3,1,Human Resources,2,Single,No,6,6,0,4
53,No,Travel_Frequently,Sales,3,Marketing,3,Female,2,3,Sales Executive,2,Married,No,30,15,6,12
36,Yes,Travel_Rarely,Research & Development,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,No,9,1,0,0
26,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,Yes,6,3,1,2
34,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,Yes,1,1,0,0
28,No,Travel_Rarely,Sales,1,Medical,4,Male,3,1,Sales Representative,2,Married,No,1,1,0,0
38,No,Travel_Frequently,Research & Development,4,Other,3,Male,3,1,Research Scientist,3,Married,No,8,2,2,2
50,No,Travel_Rarely,Research & Development,4,Medical,2,Male,3,5,Research Director,3,Married,Yes,29,8,7,7
37,No,Travel_Rarely,Research & Development,3,Other,4,Female,3,2,Healthcare Representative,2,Single,No,8,4,0,1
40,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,2,Sales Executive,1,Married,No,8,7,7,5
26,No,Travel_Frequently,Research & Development,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,No,5,5,1,3
46,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,5,Research Director,4,Divorced,No,23,2,2,2
54,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,No,13,9,7,0
56,No,Travel_Frequently,Research & Development,3,Medical,1,Female,3,1,Research Scientist,3,Married,No,18,5,0,3
36,No,Travel_Rarely,Research & Development,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,No,15,14,7,8
55,No,Non-Travel,Research & Development,1,Medical,3,Male,2,4,Manager,1,Single,No,31,9,6,2
43,No,Travel_Rarely,Sales,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,No,18,1,0,0
20,Yes,Travel_Frequently,Sales,3,Marketing,4,Female,3,1,Sales Representative,4,Single,Yes,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,No,1,1,1,0
46,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,Yes,19,16,1,7
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,Yes,18,10,2,7
28,Yes,Non-Travel,Research & Development,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,No,10,10,1,9
26,No,Travel_Rarely,Research & Development,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,No,6,5,1,3
30,No,Travel_Rarely,Research & Development,3,Other,3,Male,3,2,Manufacturing Director,1,Married,No,7,6,0,2
41,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,No,10,10,0,8
38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,No,20,19,1,9
40,No,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,No,14,11,11,1
27,No,Non-Travel,Research & Development,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,No,3,3,1,2
55,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,No,23,3,1,2
28,No,Travel_Rarely,Research & Development,3,Other,3,Female,3,2,Research Scientist,3,Single,No,10,8,1,7
44,Yes,Travel_Rarely,Human Resources,2,Medical,2,Male,2,3,Human Resources,1,Married,No,24,20,3,6
33,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,No,9,3,1,2
35,Yes,Travel_Rarely,Sales,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,Yes,9,8,4,7
33,Yes,Travel_Frequently,Research & Development,4,Medical,1,Female,2,2,Research Scientist,3,Single,No,14,13,3,8
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,No,4,4,2,2
34,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,No,7,6,0,4
37,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,Yes,8,1,0,0
25,Yes,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,Yes,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,No,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,2,1,Research Scientist,2,Single,Yes,5,2,2,2
42,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,4,Manager,1,Married,No,23,22,13,7
28,Yes,Travel_Frequently,Research & Development,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,No,1,1,0,0
50,Yes,Travel_Frequently,Sales,4,Other,4,Male,3,2,Sales Executive,3,Single,Yes,5,0,0,0
33,No,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,No,4,3,0,2
34,No,Non-Travel,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,No,6,0,0,0
48,No,Non-Travel,Research & Development,4,Medical,1,Male,4,4,Manager,4,Single,No,27,5,2,1
45,No,Non-Travel,Sales,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,No,15,15,4,12
52,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,No,18,8,4,0
38,No,Travel_Rarely,Sales,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,Yes,9,8,2,7
29,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,No,11,7,1,7
28,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,No,10,9,1,7
46,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,4,Manager,3,Married,No,23,12,4,9
38,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,3,Sales Executive,2,Single,No,10,1,0,0
43,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,No,18,8,0,1
39,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,No,21,18,11,5
40,No,Travel_Rarely,Research & Development,3,Medical,3,Male,2,5,Research Director,3,Single,No,21,20,4,9
21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,Yes,2,2,2,2
39,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,No,9,5,0,3
36,No,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,No,18,11,0,9
31,No,Travel_Frequently,Sales,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,No,3,2,2,2
28,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,No,6,5,0,4
35,No,Travel_Frequently,Sales,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,No,5,5,0,2
49,No,Travel_Rarely,Sales,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,No,22,9,2,3
34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,No,5,3,0,2
29,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,No,8,7,1,1
42,No,Travel_Rarely,Research & Development,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,No,16,1,0,0
29,No,Travel_Rarely,Research & Development,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,Yes,10,10,1,2
38,No,Travel_Rarely,Human Resources,3,Human Resources,3,Male,4,1,Human Resources,3,Married,No,7,7,5,0
28,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,Yes,3,3,0,2
18,Yes,Non-Travel,Research & Development,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,No,0,0,0,0
33,Yes,Travel_Rarely,Sales,4,Marketing,1,Female,3,2,Sales Executive,1,Single,Yes,6,5,0,3
41,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,Yes,6,1,0,0
31,Yes,Travel_Frequently,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,No,2,2,2,2
37,No,Travel_Rarely,Research & Development,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,No,9,6,1,3
27,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,No,4,4,2,2
34,No,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,No,6,6,1,3
35,No,Travel_Rarely,Human Resources,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,No,6,5,1,4
29,Yes,Travel_Rarely,Sales,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,No,11,11,3,10
40,No,Travel_Frequently,Research & Development,4,Medical,2,Female,3,3,Research Director,3,Single,No,20,18,2,13
42,Yes,Travel_Frequently,Sales,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,Yes,22,21,13,14
42,No,Travel_Rarely,Sales,4,Marketing,2,Male,3,2,Sales Executive,1,Single,No,9,6,1,5
35,No,Travel_Rarely,Research & Development,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,No,10,8,1,7
24,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,No,6,4,1,2
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,Yes,1,1,0,0
26,No,Travel_Rarely,Research & Development,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,No,8,8,0,7
30,No,Travel_Rarely,Sales,3,Marketing,3,Male,2,2,Sales Executive,3,Married,No,10,10,1,4
40,No,Travel_Frequently,Research & Development,2,Medical,3,Female,2,2,Research Scientist,4,Married,Yes,16,1,0,0
35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,No,15,7,6,4
34,No,Travel_Frequently,Research & Development,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,No,14,13,4,9
35,No,Travel_Frequently,Research & Development,4,Other,4,Male,2,1,Laboratory Technician,4,Married,No,2,2,2,2
43,Yes,Travel_Rarely,Sales,3,Marketing,1,Female,1,2,Sales Executive,3,Single,No,7,4,1,3
32,No,Non-Travel,Sales,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,No,1,1,0,0
56,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,No,28,5,4,2
29,No,Travel_Rarely,Research & Development,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,No,10,10,0,8
19,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,No,1,1,0,0
45,No,Travel_Rarely,Research & Development,3,Medical,1,Female,3,1,Research Scientist,3,Married,Yes,7,3,0,2
37,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,No,14,14,3,11
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,No,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,Yes,6,6,0,2
53,No,Travel_Rarely,Research & Development,2,Medical,4,Female,3,5,Manager,3,Divorced,No,26,7,4,7
29,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,Yes,6,5,1,3
22,Yes,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,Yes,1,0,0,0
46,No,Travel_Rarely,Sales,3,Marketing,3,Female,3,4,Manager,1,Married,No,28,26,15,9
44,No,Non-Travel,Research & Development,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,No,6,0,0,0
33,No,Travel_Rarely,Human Resources,3,Human Resources,2,Male,3,1,Human Resources,3,Married,No,5,5,1,4
41,Yes,Non-Travel,Research & Development,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,No,5,1,0,0
30,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,No,8,4,0,3
40,No,Travel_Frequently,Sales,4,Medical,2,Male,3,2,Sales Executive,2,Married,No,5,0,0,0
50,No,Travel_Frequently,Research & Development,3,Medical,4,Female,3,4,Manager,1,Married,No,32,2,2,2
28,No,Travel_Rarely,Research & Development,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,No,6,6,3,3
46,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,5,Research Director,2,Married,No,25,4,0,3
35,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,Yes,15,7,1,7
24,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,No,1,1,0,0
33,No,Travel_Frequently,Sales,3,Medical,2,Female,3,2,Sales Executive,3,Married,No,10,10,0,1
36,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,No,7,7,1,7
30,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,No,10,10,8,9
44,No,Travel_Rarely,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,Single,No,20,20,13,17
20,No,Travel_Rarely,Sales,3,Marketing,3,Male,4,1,Sales Representative,4,Single,No,2,2,2,2
46,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,No,12,6,1,4
42,No,Non-Travel,Human Resources,5,Medical,4,Male,4,2,Human Resources,1,Married,No,10,4,0,3
60,No,Travel_Rarely,Sales,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,Yes,12,11,1,9
32,No,Travel_Frequently,Research & Development,3,Other,3,Female,2,1,Laboratory Technician,2,Married,No,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,Yes,10,8,0,7
36,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,Yes,17,7,7,7
33,No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Research Scientist,4,Married,No,15,14,4,10
40,No,Travel_Rarely,Sales,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,No,7,5,1,3
25,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,No,5,4,1,1
30,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Research Scientist,2,Married,Yes,12,11,5,7
42,No,Travel_Frequently,Research & Development,5,Medical,1,Female,3,3,Research Director,1,Married,Yes,20,1,0,0
35,No,Non-Travel,Sales,2,Marketing,3,Female,2,3,Sales Executive,4,Married,Yes,16,13,4,12
27,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,Yes,9,9,6,8
54,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,No,33,5,1,4
44,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,No,10,10,7,7
19,Yes,Non-Travel,Research & Development,3,Medical,1,Female,2,1,Research Scientist,2,Single,Yes,1,1,0,0
29,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,No,3,3,1,2
54,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,4,Married,No,36,10,0,9
31,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,Yes,6,6,0,1
31,No,Travel_Rarely,Research & Development,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,No,10,10,1,8
59,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,No,13,6,0,5
43,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,1,5,Research Director,4,Married,No,25,8,0,7
49,No,Travel_Rarely,Research & Development,2,Medical,1,Male,2,5,Manager,3,Married,No,23,1,0,0
36,No,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,No,12,11,0,7
48,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,No,7,1,0,0
27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,No,5,5,0,3
29,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,Yes,6,6,1,0
48,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,5,Research Director,4,Single,No,25,1,0,0
29,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,No,9,7,1,7
34,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,No,2,1,0,0
44,No,Travel_Rarely,Sales,3,Marketing,2,Male,3,5,Manager,2,Married,No,26,22,3,10
33,No,Travel_Rarely,Sales,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,Yes,10,9,0,8
19,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,Yes,1,1,0,1
23,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,No,1,1,0,1
25,Yes,Travel_Frequently,Sales,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,Yes,1,1,1,0
26,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,Yes,8,8,2,2
45,Yes,Travel_Rarely,Sales,3,Marketing,1,Female,1,5,Manager,2,Single,Yes,26,24,1,11
55,No,Non-Travel,Research & Development,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,Yes,34,33,15,0
21,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,No,2,2,2,2
46,No,Travel_Rarely,Sales,2,Marketing,4,Female,2,5,Manager,2,Married,No,26,11,0,8
34,No,Travel_Rarely,Sales,3,Marketing,3,Female,3,2,Sales Executive,1,Single,Yes,4,3,0,2
51,No,Travel_Frequently,Sales,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,Yes,31,29,11,10
59,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,No,25,9,5,4
34,No,Travel_Frequently,Research & Development,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,No,15,11,5,10
28,No,Travel_Frequently,Research & Development,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,Yes,5,4,0,2
44,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,No,26,25,14,13
34,No,Travel_Frequently,Human Resources,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,No,14,10,1,8
35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,Yes,4,3,2,2
42,No,Travel_Rarely,Research & Development,4,Medical,2,Female,4,2,Research Scientist,2,Married,Yes,18,1,0,0
43,No,Travel_Rarely,Sales,4,Marketing,4,Female,2,3,Sales Executive,4,Single,No,23,21,15,17
36,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,Yes,18,16,5,12
44,Yes,Travel_Rarely,Research & Development,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,No,10,10,0,5
28,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,Yes,2,2,2,2
51,No,Travel_Frequently,Research & Development,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,No,8,7,7,7
30,No,Non-Travel,Research & Development,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,Yes,10,8,1,7
29,Yes,Travel_Rarely,Research & Development,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,Yes,10,7,7,7
28,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,No,5,3,1,2
25,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,1,Research Scientist,2,Single,No,2,2,2,1
32,No,Travel_Rarely,Sales,3,Medical,3,Male,4,2,Sales Executive,4,Married,No,10,10,0,8
45,No,Travel_Frequently,Research & Development,3,Medical,2,Female,3,5,Manager,2,Single,No,22,0,0,0
39,No,Travel_Rarely,Research & Development,4,Medical,3,Female,2,4,Manager,2,Divorced,Yes,21,19,15,2
58,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,No,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,No,10,10,1,1
39,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Research Scientist,1,Single,No,6,5,0,3
30,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,No,10,9,6,7
36,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,No,10,7,1,7
46,No,Travel_Rarely,Human Resources,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,No,10,7,5,7
